vocab,elem,endpointUrl
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,https://ruian.linked.opendata.cz/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Dataset,https://stirdata-semantic.ails.ece.ntua.gr/api/content/cy/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Distribution,https://lod.openlinksw.com/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,http://caligraph.org/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#TechnicalFeature,http://vocabulary.curriculum.edu.au/PoolParty/sparql/scot
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Resource,https://linkeddata.uriburner.com/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,https://api.druid.datalegend.net/datasets/dataLegend/microHeights/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,http://resource.geolba.ac.at/PoolParty/sparql/lithology
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Dataset,https://taxref.mnhn.fr/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#DataService,https://data.europa.eu/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,http://sparql.datao.net/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Dataset,http://sparql.lynx-project.eu
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Dataset,http://statistics.gov.scot/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Dataset,http://libris.kb.se/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Dataset,https://open.bydata.de/api/sparql
